KOI Name,Set
K08123.01,Train
K03824.01,Test
K07782.01,Train
K04749.01,Unlabeled
K04504.01,Unlabeled
K04504.02,Unlabeled
K00041.01,Train
K00041.02,Train
K00041.03,Train
K06721.01,Train
K08124.01,Train
K06722.01,Train
K00855.01,Train
K06723.01,Test
K04574.01,Train
K06724.01,Train
K04882.01,Train
K04549.01,Unlabeled
K06725.01,Train
K03117.01,Unlabeled
K04483.01,Train
K02568.01,Train
K02653.01,Test
K05293.01,Train
K03479.01,Train
K03479.02,Test
K02197.01,Train
K04277.01,Train
K02093.01,Unlabeled
K02093.02,Unlabeled
K02093.03,Unlabeled
K05295.01,Test
K00856.01,Unlabeled
K07783.01,Train
K04657.01,Unlabeled
K04657.02,Unlabeled
K05296.01,Test
K04340.01,Test
K00270.01,Test
K00270.02,Train
K07784.01,Train
K06726.01,Train
K01237.01,Train
K03646.01,Test
K03646.02,Train
K07785.01,Unlabeled
K00157.01,Test
K00157.02,Train
K00157.03,Train
K00157.04,Train
K00157.05,Train
K00157.06,Train
K05297.01,Unlabeled
K04679.01,Test
K05298.01,Train
K06728.01,Train
K03769.01,Train
K01627.01,Train
K01627.02,Unlabeled
K01627.03,Unlabeled
K06729.01,Train
K02777.01,Train
K01233.01,Train
K03613.01,Train
K01235.01,Train
K07786.01,Test
K06730.01,Train
K06731.01,Unlabeled
K00967.01,Test
K08264.01,Test
K06732.01,Test
K03287.01,Train
K06733.01,Unlabeled
K02747.01,Test
K00612.01,Train
K00612.02,Train
K00612.03,Unlabeled
K02721.01,Train
K00857.01,Train
K00857.02,Train
K03237.01,Train
K07787.01,Train
K07570.01,Test
K06735.01,Train
K04082.01,Train
K03037.01,Unlabeled
K06736.01,Train
K04722.01,Train
K05300.01,Train
K06737.01,Train
K06738.01,Train
K00858.01,Train
K03438.01,Test
K08125.01,Train
K00368.01,Train
K01729.01,Unlabeled
K06739.01,Unlabeled
K01736.01,Train
K02559.01,Unlabeled
K06740.01,Train
K02860.01,Unlabeled
K01224.01,Train
K06741.01,Train
K06028.01,Train
K01239.01,Unlabeled
K01239.02,Unlabeled
K02838.01,Train
K02838.02,Train
K01242.01,Unlabeled
K06742.01,Train
K04159.01,Test
K03090.01,Unlabeled
K03090.02,Test
K04529.01,Train
K06743.01,Train
K06744.01,Test
K01691.01,Train
K02908.01,Test
K03270.01,Train
K05305.01,Train
K01223.01,Test
K02737.01,Train
K06029.01,Test
K03306.01,Train
K05307.01,Train
K01692.01,Train
K01692.02,Train
K03361.01,Unlabeled
K01225.01,Train
K01226.01,Test
K02697.01,Test
K06030.01,Test
K07571.01,Train
K06746.01,Unlabeled
K06747.01,Train
K01227.01,Train
K06748.01,Train
K04392.01,Test
K02738.01,Train
K00160.01,Unlabeled
K05308.01,Train
K02262.01,Train
K02989.01,Unlabeled
K06750.01,Unlabeled
K06751.01,Test
K06751.02,Test
K01232.01,Train
K01232.02,Train
K02005.01,Train
K00561.01,Train
K04840.01,Unlabeled
K02306.01,Train
K02382.01,Train
K06752.01,Unlabeled
K06754.01,Train
K06149.01,Train
K00859.01,Test
K03611.01,Test
K05310.01,Unlabeled
K06755.01,Train
K01243.01,Train
K03622.01,Train
K01236.01,Test
K01236.02,Train
K01236.04,Unlabeled
K00111.01,Test
K00111.02,Train
K00111.03,Train
K02862.01,Unlabeled
K07788.01,Train
K05312.01,Train
K08265.01,Train
K08126.01,Train
K00861.01,Train
K00665.01,Train
K00665.02,Train
K00665.03,Train
K01240.01,Train
K01240.02,Train
K03320.01,Train
K02699.01,Train
K04890.01,Unlabeled
K01244.01,Train
K01245.01,Train
K06031.01,Train
K05316.01,Train
K06757.01,Train
K01693.01,Unlabeled
K02092.01,Train
K02092.02,Train
K02092.03,Train
K02851.01,Unlabeled
K02851.02,Unlabeled
K06758.01,Train
K02798.01,Test
K03508.01,Unlabeled
K06760.01,Train
K01694.01,Unlabeled
K05317.01,Train
K03374.01,Train
K03374.02,Unlabeled
K02609.01,Train
K01758.01,Unlabeled
K06761.01,Train
K00563.01,Test
K00666.01,Train
K02014.01,Unlabeled
K03569.01,Test
K02679.01,Unlabeled
K02906.01,Train
K02906.02,Unlabeled
K02906.03,Unlabeled
K04651.01,Unlabeled
K01357.01,Unlabeled
K04868.01,Train
K00114.01,Train
K05321.01,Unlabeled
K03980.01,Unlabeled
K02282.01,Test
K04184.01,Unlabeled
K00667.01,Unlabeled
K04072.01,Train
K03547.01,Train
K00862.01,Test
K00453.01,Train
K04571.01,Train
K05323.01,Unlabeled
K01740.01,Train
K06763.01,Unlabeled
K02592.01,Unlabeled
K01375.01,Unlabeled
K06764.01,Train
K04871.01,Unlabeled
K02506.01,Train
K02086.01,Train
K02086.02,Train
K02086.03,Test
K06765.01,Unlabeled
K06765.02,Test
K01868.01,Train
K02146.01,Train
K01376.01,Test
K02062.01,Train
K03780.01,Train
K01847.01,Train
K05327.01,Unlabeled
K04373.01,Train
K02953.01,Train
K06767.01,Train
K02678.01,Train
K02678.02,Unlabeled
K03375.01,Unlabeled
K02231.01,Test
K07789.01,Train
K06768.01,Train
K06769.01,Test
K02944.01,Train
K07790.01,Train
K00863.01,Train
K05328.01,Train
K00564.01,Train
K00564.02,Test
K00564.03,Train
K04850.01,Unlabeled
K01749.01,Train
K07791.01,Unlabeled
K06770.01,Train
K04341.01,Unlabeled
K07792.01,Train
K00177.01,Unlabeled
K01695.01,Train
K06771.01,Train
K00668.01,Train
K05329.01,Unlabeled
K06772.01,Train
K04061.01,Train
K01362.01,Unlabeled
K02914.01,Unlabeled
K00512.01,Train
K04674.01,Unlabeled
K06773.01,Train
K06774.01,Unlabeled
K02649.01,Train
K02921.01,Unlabeled
K08127.01,Train
K02477.01,Unlabeled
K01349.01,Train
K08128.01,Train
K00201.01,Train
K00864.01,Train
K00864.02,Train
K00864.03,Test
K00070.01,Train
K00070.02,Train
K00070.03,Train
K00070.04,Test
K00070.05,Train
K03244.01,Train
K00163.01,Test
K06775.01,Train
K06776.01,Unlabeled
K06777.01,Unlabeled
K03321.01,Train
K06778.01,Train
K00865.01,Unlabeled
K04023.01,Train
K00866.01,Train
K01982.01,Unlabeled
K07793.01,Unlabeled
K03757.01,Train
K07794.01,Train
K01373.01,Test
K06779.01,Train
K00867.01,Train
K06780.01,Train
K06782.01,Train
K02434.01,Train
K05330.01,Train
K02375.01,Train
K01348.01,Train
K00868.01,Unlabeled
K06783.01,Unlabeled
K02439.01,Train
K02439.02,Unlabeled
K02571.01,Unlabeled
K01798.01,Test
K01732.01,Train
K05331.01,Unlabeled
K02220.01,Test
K02220.02,Test
K02220.03,Train
K02220.04,Unlabeled
K05332.01,Unlabeled
K06784.01,Train
K01371.01,Test
K02681.01,Train
K02681.02,Train
K06786.01,Unlabeled
K04188.01,Unlabeled
K05333.01,Unlabeled
K00417.01,Train
K03305.01,Train
K07795.01,Unlabeled
K08129.01,Train
K00074.01,Train
K06787.01,Train
K07796.01,Unlabeled
K01696.01,Train
K05335.01,Train
K04413.01,Train
K01354.01,Test
K01697.01,Test
K02114.01,Train
K02578.01,Unlabeled
K00010.01,Test
K02087.01,Train
K01370.01,Train
K06789.01,Train
K03242.01,Train
K06790.01,Train
K04572.01,Train
K03026.01,Train
K01366.01,Train
K01366.02,Train
K02643.01,Train
K03737.01,Train
K05336.01,Unlabeled
K01367.01,Train
K06032.01,Train
K02294.01,Unlabeled
K01363.01,Train
K01363.02,Test
K07797.01,Train
K06791.01,Train
K02894.01,Train
K04382.01,Test
K00513.01,Test
K04180.01,Unlabeled
K06792.01,Train
K02348.01,Test
K03136.01,Unlabeled
K01359.01,Unlabeled
K01359.02,Unlabeled
K08266.01,Train
K03531.01,Train
K06793.01,Unlabeled
K03455.01,Unlabeled
K00869.01,Train
K00869.02,Train
K00869.03,Train
K00869.04,Test
K02975.01,Train
K05339.01,Train
K01960.01,Train
K01960.02,Test
K06795.01,Train
K00870.01,Train
K00870.02,Train
K03031.01,Unlabeled
K06796.01,Train
K07798.01,Unlabeled
K08130.01,Test
K03329.01,Unlabeled
K00031.01,Train
K03221.01,Train
K06798.01,Unlabeled
K03604.01,Train
K01352.01,Test
K00669.01,Test
K03654.01,Train
K00613.01,Train
K03386.01,Train
K01361.01,Train
K06799.01,Train
K02182.01,Train
K07799.01,Train
K01364.01,Train
K01364.02,Train
K01364.03,Train
K01364.04,Train
K01364.05,Train
K01351.01,Train
K03129.01,Train
K02756.01,Train
K06800.01,Test
K06152.01,Train
K06801.01,Train
K03726.01,Train
K02925.01,Unlabeled
K07800.01,Test
K01628.01,Train
K01628.02,Test
K01628.03,Test
K01698.01,Train
K02918.01,Train
K02102.01,Train
K05341.01,Unlabeled
K06802.01,Train
K07801.01,Test
K03209.01,Unlabeled
K03209.02,Unlabeled
K03689.01,Unlabeled
K07802.01,Train
K02128.01,Test
K02877.01,Train
K08131.01,Train
K03452.01,Train
K02267.01,Test
K00255.01,Train
K00255.02,Unlabeled
K00255.03,Train
K03112.01,Unlabeled
K05346.01,Train
K00187.01,Test
K00309.01,Train
K03922.01,Test
K01380.01,Test
K03550.01,Test
K00565.01,Train
K06803.01,Train
K07803.01,Test
K07573.01,Train
K06804.01,Train
K07574.01,Train
K07804.01,Train
K04472.01,Train
K00871.01,Test
K07805.01,Test
K07806.01,Train
K06805.01,Train
K07575.01,Test
K06806.01,Train
K07807.01,Train
K04420.01,Train
K06807.01,Test
K06808.01,Test
K04518.01,Train
K06809.01,Train
K06811.01,Test
K01747.01,Unlabeled
K07576.01,Train
K07577.01,Train
K02339.01,Train
K00670.01,Test
K06813.01,Train
K06814.01,Train
K01347.01,Train
K04020.01,Train
K00671.01,Test
K00671.02,Train
K00671.03,Train
K00671.04,Train
K04608.01,Train
K01939.01,Train
K07808.01,Train
K04424.01,Train
K00205.01,Train
K02494.01,Train
K05351.01,Train
K02432.01,Train
K02806.01,Train
K01899.01,Train
K01899.02,Unlabeled
K06815.01,Train
K08132.01,Train
K02215.01,Test
K00312.01,Train
K00312.02,Train
K00064.01,Unlabeled
K02879.01,Train
K08133.01,Train
K02920.01,Test
K07810.01,Train
K03353.01,Train
K03433.01,Unlabeled
K01907.01,Train
K04859.01,Unlabeled
K03126.01,Train
K06818.01,Train
K02083.01,Unlabeled
K04762.01,Unlabeled
K00454.01,Test
K04032.01,Train
K04032.02,Train
K04032.03,Train
K04032.04,Train
K04032.05,Unlabeled
K00455.01,Test
K01360.01,Test
K01360.02,Train
K01360.03,Unlabeled
K02028.01,Train
K02028.02,Train
K02028.03,Test
K04310.01,Unlabeled
K06820.01,Train
K03083.01,Unlabeled
K03083.02,Unlabeled
K03083.03,Unlabeled
K08134.01,Train
K08267.01,Test
K03100.01,Test
K05353.01,Unlabeled
K02420.01,Train
K02420.02,Unlabeled
K06153.01,Train
K00872.01,Test
K00872.02,Test
K03012.01,Test
K06821.01,Train
K03357.01,Train
K06822.01,Train
K06823.01,Train
K07811.01,Test
K06824.01,Train
K03174.01,Train
K05355.01,Train
K00672.01,Train
K00672.02,Train
K00672.03,Train
K06825.01,Test
K04258.01,Train
K07812.01,Test
K06826.01,Train
K06827.01,Train
K06828.01,Train
K07579.01,Train
K07813.01,Test
K07580.01,Test
K03514.01,Train
K08135.01,Train
K07814.01,Train
K07815.01,Train
K04866.01,Test
K07816.01,Train
K06829.01,Test
K06830.01,Test
K04874.01,Train
K07817.01,Train
K00873.01,Train
K06831.01,Train
K00566.01,Test
K00566.02,Unlabeled
K00566.03,Unlabeled
K02325.01,Unlabeled
K03467.01,Train
K03454.01,Train
K02275.01,Train
K00673.01,Train
K06832.01,Test
K06833.01,Train
K06155.01,Train
K03317.01,Train
K03407.01,Train
K06834.01,Train
K03517.01,Train
K00220.01,Train
K00220.02,Train
K07581.01,Train
K04473.01,Train
K07818.01,Unlabeled
K00874.01,Train
K00874.02,Train
K00875.01,Unlabeled
K02872.01,Train
K03350.01,Train
K03907.01,Unlabeled
K01699.01,Test
K06836.01,Train
K05361.01,Unlabeled
K03844.01,Train
K01365.01,Train
K06156.01,Unlabeled
K00369.01,Train
K00369.02,Train
K06837.01,Train
K03299.01,Test
K07819.01,Train
K06838.01,Train
K02521.01,Train
K02521.02,Unlabeled
K08136.01,Train
K03033.01,Train
K04358.01,Unlabeled
K06840.01,Train
K04152.01,Unlabeled
K00075.01,Unlabeled
K07821.01,Test
K07822.01,Train
K07823.01,Train
K01346.01,Test
K07824.01,Test
K06841.01,Train
K06842.01,Train
K06843.01,Test
K06844.01,Train
K07825.01,Test
K02687.01,Unlabeled
K02687.02,Unlabeled
K06845.01,Train
K06846.01,Test
K07826.01,Train
K06847.01,Train
K05371.01,Train
K02164.01,Test
K02113.01,Train
K02113.02,Train
K07828.01,Train
K01355.01,Train
K01379.01,Train
K01377.01,Train
K04342.01,Train
K03610.01,Train
K02487.01,Train
K06848.01,Train
K05375.01,Unlabeled
K07583.01,Train
K01618.01,Train
K02354.01,Unlabeled
K03056.01,Train
K06849.01,Unlabeled
K00238.01,Train
K00238.02,Train
K00238.03,Unlabeled
K06033.01,Test
K03775.01,Train
K01350.01,Train
K01700.01,Train
K01701.01,Unlabeled
K00019.01,Train
K04136.01,Unlabeled
K04136.02,Unlabeled
K02292.01,Train
K06034.01,Train
K04185.01,Unlabeled
K04237.01,Test
K02561.01,Test
K02051.01,Train
K02051.02,Test
K04737.01,Unlabeled
K01961.01,Train
K02916.01,Test
K00456.01,Train
K00456.02,Train
K00876.01,Train
K04466.01,Unlabeled
K01979.01,Train
K00674.01,Train
K06850.01,Test
K06851.01,Train
K06852.01,Train
K06854.01,Train
K04339.01,Test
K03055.01,Train
K04536.01,Train
K06856.01,Train
K07829.01,Test
K07584.01,Train
K06857.01,Test
K06858.01,Train
K04718.01,Train
K07830.01,Test
K07831.01,Test
K08137.01,Train
K06859.01,Train
K04559.01,Train
K03271.01,Unlabeled
K03271.02,Unlabeled
K01862.01,Train
K02180.01,Test
K07832.01,Unlabeled
K03546.01,Test
K01369.01,Unlabeled
K04815.01,Unlabeled
K01622.01,Unlabeled
K00877.01,Train
K00877.02,Train
K00877.03,Train
K03443.01,Train
K03482.01,Unlabeled
K00399.01,Test
K02539.01,Train
K03847.01,Test
K02450.01,Train
K02450.02,Unlabeled
K03420.01,Unlabeled
K03420.02,Unlabeled
K01974.01,Unlabeled
K03211.01,Test
K02516.01,Unlabeled
K00987.01,Test
K06035.01,Train
K01374.01,Test
K03790.01,Train
K07833.01,Unlabeled
K00878.01,Train
K01353.01,Train
K01353.02,Test
K01353.03,Unlabeled
K01702.01,Test
K06860.01,Unlabeled
K03250.01,Train
K04599.01,Train
K06861.01,Train
K08138.01,Test
K03014.01,Train
K06863.01,Test
K05382.01,Test
K03574.01,Test
K01368.01,Train
K07585.01,Train
K06865.01,Train
K03937.01,Test
K06036.01,Train
K00373.01,Unlabeled
K06866.01,Train
K06867.01,Train
K00880.01,Train
K00880.02,Train
K00880.03,Test
K00880.04,Train
K07834.01,Unlabeled
K07835.01,Unlabeled
K06869.01,Train
K04265.01,Train
K00614.01,Train
K06870.01,Train
K01918.01,Test
K00881.01,Train
K00881.02,Train
K06037.01,Test
K03537.01,Test
K00266.01,Test
K00266.02,Unlabeled
K01378.01,Train
K01378.02,Test
K03586.01,Train
K03535.01,Train
K06871.01,Train
K01358.01,Unlabeled
K01358.02,Unlabeled
K01358.03,Unlabeled
K01358.04,Unlabeled
K00882.01,Test
K07836.01,Train
K05384.01,Unlabeled
K02207.01,Train
K00883.01,Unlabeled
K01703.01,Train
K06873.01,Test
K02392.01,Train
K06874.01,Train
K06875.01,Train
K00675.01,Train
K07837.01,Test
K01704.01,Unlabeled
K05388.01,Test
K03995.01,Train
K00313.01,Test
K00313.02,Train
K06876.01,Test
K06159.01,Train
K04364.01,Train
K02809.01,Test
K02827.01,Train
K04450.01,Train
K04260.03,Train
K04260.04,Unlabeled
K01848.01,Train
K03193.01,Train
K06877.01,Train
K07838.01,Test
K02999.01,Test
K00884.01,Train
K00884.02,Train
K00884.03,Train
K04757.01,Train
K06038.01,Train
K01501.01,Train
K00457.01,Train
K00457.02,Train
K00567.01,Train
K00567.02,Train
K00567.03,Train
K02598.01,Unlabeled
K00676.01,Train
K00676.02,Test
K06878.01,Unlabeled
K07839.01,Test
K01890.01,Train
K02063.01,Train
K02357.01,Unlabeled
K02357.02,Unlabeled
K01452.01,Train
K04267.01,Unlabeled
K08268.01,Train
K00886.01,Test
K00886.02,Train
K00886.03,Train
K06879.01,Train
K03096.01,Train
K01517.01,Train
K06880.01,Train
K03188.01,Train
K02213.01,Train
K03957.01,Train
K05392.01,Train
K00887.01,Train
K02909.01,Test
K06881.01,Test
K06882.01,Unlabeled
K02890.01,Unlabeled
K02959.01,Unlabeled
K00677.01,Test
K07840.01,Train
K01473.01,Unlabeled
K02572.01,Unlabeled
K03417.01,Train
K00458.01,Unlabeled
K02316.01,Train
K00678.01,Test
K00678.02,Train
K03303.01,Test
K01480.01,Train
K01480.02,Unlabeled
K00679.01,Train
K00679.02,Test
K04663.01,Unlabeled
K02360.01,Train
K03728.01,Train
K02524.01,Train
K05395.01,Train
K03496.01,Train
K03496.02,Unlabeled
K01705.01,Unlabeled
K00680.01,Train
K02601.01,Test
K01450.01,Train
K03147.01,Train
K06039.01,Test
K07841.01,Train
K05396.01,Train
K06885.01,Train
K06886.01,Test
K02465.01,Train
K02302.01,Train
K01469.01,Train
K01518.01,Train
K00888.01,Train
K03994.01,Test
K03097.01,Test
K03097.02,Train
K03097.03,Train
K04419.01,Unlabeled
K04614.01,Unlabeled
K02631.01,Unlabeled
K06887.01,Train
K00890.01,Test
K06890.01,Unlabeled
K01748.01,Train
K00568.01,Train
K00568.02,Train
K04295.01,Train
K03961.01,Test
K06891.01,Train
K00681.01,Train
K05403.01,Train
K00136.01,Train
K07842.01,Unlabeled
K04133.01,Train
K00514.01,Test
K06892.01,Unlabeled
K00314.01,Train
K00314.02,Train
K00314.03,Train
K02458.01,Test
K02458.02,Train
K02817.01,Train
K06893.01,Train
K02924.01,Train
K02924.02,Unlabeled
K03128.01,Unlabeled
K04160.01,Train
K03836.01,Train
K03062.01,Train
K07843.01,Unlabeled
K07844.01,Train
K02103.01,Train
K02103.02,Unlabeled
K03832.01,Train
K03551.01,Train
K06161.01,Train
K06894.01,Test
K08139.01,Train
K01447.01,Train
K01447.02,Test
K06040.01,Train
K01706.01,Train
K00150.01,Train
K00150.02,Train
K01495.01,Train
K00683.01,Unlabeled
K06895.01,Train
K06896.01,Train
K05409.01,Train
K02734.01,Unlabeled
K02307.01,Unlabeled
K00957.01,Test
K04296.01,Unlabeled
K05410.01,Unlabeled
K08140.01,Test
K01519.01,Train
K01519.02,Unlabeled
K00891.01,Train
K07845.01,Train
K03089.01,Unlabeled
K06899.01,Train
K01898.01,Train
K06900.01,Test
K06901.01,Train
K00269.01,Unlabeled
K07846.01,Unlabeled
K02255.01,Train
K05411.01,Unlabeled
K01463.01,Train
K02722.01,Train
K02722.02,Train
K02722.03,Train
K02722.04,Train
K02722.05,Unlabeled
K02585.01,Test
K02585.02,Test
K02585.03,Unlabeled
K05412.01,Train
K03113.01,Train
K06903.01,Train
K00892.01,Train
K00892.02,Unlabeled
K03943.01,Unlabeled
K04294.01,Train
K00014.01,Train
K00893.01,Train
K08141.01,Train
K08142.01,Train
K01508.01,Train
K04077.01,Test
K01528.01,Test
K06905.01,Train
K03337.01,Unlabeled
K03337.02,Train
K04489.01,Train
K03693.01,Test
K06041.01,Train
K03430.01,Unlabeled
K01829.01,Test
K04534.01,Test
K06907.01,Unlabeled
K05414.01,Test
K06908.01,Train
K03750.01,Train
K00315.01,Unlabeled
K00088.01,Test
K04403.01,Unlabeled
K04379.01,Train
K01707.01,Train
K01707.02,Train
K06909.01,Test
K03998.01,Train
K03666.01,Train
K00894.01,Test
K00684.01,Unlabeled
K05416.01,Test
K03023.01,Train
K03623.01,Train
K04022.01,Unlabeled
K06911.01,Train
K03478.01,Unlabeled
K05417.01,Train
K02324.01,Unlabeled
K05418.01,Unlabeled
K07847.01,Unlabeled
K01952.01,Test
K01952.02,Train
K01952.03,Test
K01952.04,Train
K04561.01,Train
K08143.01,Train
K03394.01,Unlabeled
K04325.01,Unlabeled
K06042.01,Train
K02848.01,Unlabeled
K01708.01,Unlabeled
K06162.01,Train
K08269.01,Train
K06912.01,Train
K01460.01,Train
K01921.01,Test
K07848.01,Train
K01472.01,Train
K01808.01,Unlabeled
K02663.01,Unlabeled
K08144.01,Test
K03721.01,Train
K00685.01,Test
K01840.01,Train
K01840.02,Unlabeled
K02869.01,Train
K00895.01,Train
K03322.01,Train
K01527.01,Unlabeled
K01709.01,Test
K06914.01,Train
K06915.01,Train
K02778.01,Train
K01467.01,Train
K03706.01,Train
K05426.01,Unlabeled
K04797.01,Unlabeled
K03339.01,Unlabeled
K04038.01,Train
K06916.01,Test
K03958.01,Train
K06043.01,Test
K03960.01,Test
K04075.01,Train
K04415.01,Train
K04380.01,Unlabeled
K04482.01,Unlabeled
K00131.01,Train
K04725.01,Unlabeled
K07849.01,Unlabeled
K02523.01,Train
K02523.02,Unlabeled
K01842.01,Unlabeled
K06163.01,Train
K06917.01,Test
K04903.01,Train
K05427.01,Train
K04361.01,Unlabeled
K01449.01,Test
K02247.01,Train
K01533.01,Test
K01943.01,Unlabeled
K01477.01,Unlabeled
K08145.01,Train
K08145.02,Train
K01482.01,Train
K03665.01,Train
K00515.01,Train
K02881.01,Train
K06919.01,Test
K03787.01,Train
K01710.01,Train
K02861.01,Train
K04227.01,Train
K06920.01,Train
K06921.01,Unlabeled
K04028.01,Test
K02938.01,Train
K00896.01,Train
K00896.02,Test
K00896.03,Unlabeled
K04268.01,Train
K02686.01,Unlabeled
K05433.01,Unlabeled
K06044.01,Train
K01454.01,Train
K00171.01,Train
K00171.02,Test
K03804.01,Train
K01456.01,Train
K08270.01,Unlabeled
K04528.01,Unlabeled
K04630.01,Unlabeled
K07850.01,Unlabeled
K06164.01,Unlabeled
K05435.01,Unlabeled
K00048.01,Train
K05436.01,Train
K06922.01,Train
K01464.01,Train
K04169.01,Train
K06165.01,Train
K06165.02,Train
K03758.01,Train
K00516.01,Train
K07851.01,Train
K01499.01,Train
K01499.02,Unlabeled
K01499.03,Unlabeled
K06045.01,Train
K01453.01,Train
K06923.01,Train
K04412.01,Test
K06924.01,Train
K00897.01,Test
K03360.01,Test
K01525.01,Train
K01525.02,Unlabeled
K01818.01,Train
K06926.01,Train
K04732.01,Train
K00898.01,Train
K00898.02,Train
K00898.03,Train
K01515.01,Train
K01515.02,Train
K08146.01,Train
K00202.01,Test
K03816.01,Test
K06046.01,Train
K03530.01,Train
K02760.01,Unlabeled
K02527.01,Unlabeled
K07852.01,Test
K07853.01,Train
K07854.01,Train
K06928.01,Test
K05439.01,Test
K06929.01,Test
K06930.01,Train
K01964.01,Unlabeled
K05440.01,Unlabeled
K08147.01,Train
K03300.01,Test
K03300.02,Train
K07855.01,Test
K04699.01,Unlabeled
K07856.01,Train
K01486.01,Train
K01486.02,Train
K03566.01,Train
K02683.01,Unlabeled
K08148.01,Train
K05441.01,Unlabeled
K04257.01,Unlabeled
K01511.01,Test
K03236.01,Unlabeled
K06931.01,Unlabeled
K02761.01,Train
K04582.01,Unlabeled
K03018.01,Train
K02165.01,Train
K00686.01,Unlabeled
K04773.01,Unlabeled
K04773.02,Unlabeled
K00899.01,Train
K00899.02,Train
K00899.03,Train
K04109.01,Unlabeled
K06166.01,Train
K06166.02,Train
K03661.01,Train
K06047.01,Train
K05445.01,Train
K01817.01,Train
K01770.01,Train
K04209.01,Unlabeled
K02984.01,Unlabeled
K02095.01,Train
K07857.01,Train
K06932.01,Train
K07858.01,Test
K05447.02,Train
K08149.01,Train
K06933.01,Train
K00900.01,Unlabeled
K05448.01,Train
K03974.01,Test
K01581.01,Unlabeled
K01581.02,Test
K06934.01,Unlabeled
K06167.01,Train
K00092.01,Unlabeled
K05449.01,Unlabeled
K05449.02,Test
K06935.01,Train
K06936.01,Train
K01968.01,Unlabeled
K04759.01,Unlabeled
K00192.01,Train
K06937.01,Train
K01553.01,Test
K07859.01,Unlabeled
K06938.01,Train
K01711.01,Test
K08150.01,Test
K06939.01,Train
K06940.01,Train
K02274.01,Train
K06941.01,Unlabeled
K07860.01,Test
K04050.01,Train
K06942.01,Train
K06943.01,Train
K06944.01,Test
K00184.01,Train
K00418.01,Test
K06945.01,Train
K06946.01,Test
K00687.01,Unlabeled
K00459.01,Train
K00459.02,Train
K03214.01,Unlabeled
K03214.02,Unlabeled
K03846.01,Train
K01552.01,Unlabeled
K02400.01,Unlabeled
K06947.01,Train
K03219.01,Train
K03536.01,Train
K06948.01,Test
K02363.01,Unlabeled
K02151.01,Test
K02594.01,Train
K05458.01,Unlabeled
K02328.01,Train
K06949.01,Train
K00316.01,Test
K00316.02,Train
K00316.03,Unlabeled
K06950.01,Train
K00569.01,Train
K00569.02,Train
K08271.01,Test
K01569.01,Train
K01869.01,Test
K06951.01,Train
K05459.01,Unlabeled
K08151.01,Train
K06952.01,Train
K00901.01,Unlabeled
K02352.01,Train
K02352.02,Test
K02352.03,Unlabeled
K00517.01,Train
K05460.01,Test
K06953.01,Train
K03286.01,Train
K06954.01,Unlabeled
K00518.01,Train
K00518.02,Train
K00518.03,Train
K00902.01,Unlabeled
K06048.01,Train
K06048.02,Train
K00519.01,Train
K00519.02,Train
K02674.01,Unlabeled
K02674.02,Train
K02674.03,Train
K08272.01,Unlabeled
K06049.01,Test
K02615.01,Test
K00240.01,Test
K06955.01,Train
K08152.01,Train
K04147.01,Train
K05463.01,Test
K00155.01,Test
K03954.01,Train
K03954.02,Train
K03984.01,Train
K05466.01,Test
K00520.01,Test
K00520.02,Train
K00520.03,Train
K00520.04,Train
K00903.01,Train
K06956.01,Test
K00237.01,Train
K02304.01,Train
K06957.01,Unlabeled
K07861.01,Train
K03838.01,Test
K07862.01,Train
K03695.01,Train
K00460.01,Test
K01765.01,Train
K04812.01,Test
K06169.01,Train
K05469.01,Train
K04612.01,Test
K03523.01,Train
K01560.01,Test
K03092.01,Test
K03760.01,Test
K04747.01,Train
K03038.01,Train
K03640.01,Train
K01549.01,Train
K04776.01,Unlabeled
K00089.01,Train
K00089.02,Unlabeled
K03245.01,Train
K02411.01,Unlabeled
K02486.01,Unlabeled
K02670.01,Test
K05471.01,Train
K02235.01,Test
K00274.01,Train
K00274.02,Train
K03383.01,Unlabeled
K01951.01,Train
K03352.01,Train
K06958.01,Train
K01539.01,Unlabeled
K02426.01,Train
K02619.01,Train
K01570.01,Test
K04343.01,Unlabeled
K06959.01,Train
K06960.01,Unlabeled
K04881.01,Unlabeled
K04881.02,Train
K06961.01,Test
K06962.01,Test
K06171.01,Train
K03619.01,Train
K02743.01,Train
K07587.01,Unlabeled
K06963.01,Train
K04487.01,Unlabeled
K06964.01,Train
K06965.01,Train
K02008.01,Test
K06966.01,Unlabeled
K02338.01,Train
K03269.01,Train
K06967.01,Test
K05475.01,Train
K05475.02,Unlabeled
K05476.01,Unlabeled
K00570.01,Test
K07863.01,Unlabeled
K00235.01,Train
K00162.01,Train
K04656.01,Unlabeled
K05478.01,Train
K08273.01,Train
K04501.01,Test
K07864.01,Test
K07865.01,Unlabeled
K07866.01,Test
K02504.01,Unlabeled
K01550.01,Train
K06968.01,Train
K02030.01,Train
K06969.01,Unlabeled
K07867.01,Train
K01542.01,Train
K06970.01,Unlabeled
K00571.01,Train
K00571.02,Train
K00571.03,Train
K00571.04,Train
K00571.05,Train
K06971.01,Unlabeled
K06050.01,Train
K00317.01,Train
K00317.02,Unlabeled
K03486.01,Unlabeled
K01014.01,Train
K07868.01,Train
K02259.01,Unlabeled
K01752.01,Train
K01012.01,Train
K03713.01,Train
K04314.01,Test
